id_img,label
13363,happy
13366,fear
13385,happy
1341,happy
13427,happy
13428,happy
13449,happy
13456,happy
13476,happy
13502,happy
13526,happy
13528,happy
13570,happy
13584,happy
13590,happy
13615,angry
13618,happy
13655,happy
13703,happy
13706,happy
13715,happy
13757,happy
13761,happy
13792,happy
13802,happy
1381,happy
13833,happy
13848,happy
13874,happy
13877,happy
139,happy
13911,happy
13912,surprise
13925,happy
1395,sad
13955,sad
13968,surprise
13969,happy
13991,neutral
14063,happy
14092,happy
141,neutral
14139,happy
14152,happy
14155,angry
14169,happy
14236,happy
14278,happy
14282,happy
14292,happy
14310,happy
14314,happy
14327,happy
14348,sad
14360,happy
14371,happy
14378,happy
14419,fear
14427,happy
14448,neutral
14473,happy
14475,happy
14516,happy
14517,angry
14518,neutral
14546,happy
14586,neutral
14593,happy
14611,happy
14700,happy
14730,happy
14757,happy
14759,neutral
14792,happy
14877,happy
1491,happy
14965,happy
14973,sad
15039,happy
15060,happy
15077,happy
15099,happy
1512,happy
15147,happy
15181,happy
15212,happy
15216,angry
15221,sad
15229,happy
15257,sad
15269,neutral
15271,happy
15292,happy
15310,happy
15323,happy
15331,neutral
15335,happy
1538,happy
15397,happy
15400,happy
15409,happy
15426,angry
15432,happy
15438,happy
15443,happy
15455,neutral
15494,happy
15520,neutral
15523,angry
15589,happy
15616,happy
15621,happy
15677,happy
15708,happy
15758,happy
15767,happy
15791,surprise
15843,happy
15854,happy
15885,fear
15910,surprise
15966,surprise
15976,happy
15983,neutral
16037,angry
16042,happy
16064,happy
16076,happy
16081,happy
16106,neutral
16108,happy
16120,happy
16141,happy
16192,happy
16198,happy
16238,happy
16275,happy
1628,happy
16308,happy
16370,happy
16375,happy
1640,happy
16407,happy
16423,happy
16444,happy
16460,sad
16511,happy
16550,happy
16562,happy
16583,happy
16588,happy
16596,neutral
16604,happy
16611,happy
16619,sad
16633,happy
16649,happy
16667,happy
16699,happy
167,happy
1670,happy
16700,happy
16712,sad
16734,happy
16738,happy
16751,angry
16752,angry
16759,happy
16770,happy
16795,happy
16799,happy
16809,happy
16818,happy
16952,happy
16967,happy
16971,happy
1699,angry
17002,surprise
17007,neutral
17010,fear
17021,sad
17022,happy
17032,angry
1704,sad
17041,happy
1707,happy
17098,happy
17104,fear
17117,happy
17188,happy
17194,happy
17207,happy
17220,happy
17319,happy
17367,neutral
17381,happy
17397,happy
17402,happy
17447,happy
17462,neutral
17470,surprise
17484,happy
17485,angry
17494,happy
17498,happy
17506,sad
17524,happy
17541,happy
17543,happy
17552,happy
17609,happy
17624,happy
17654,happy
1768,happy
17682,happy
17684,happy
17692,happy
17694,happy
17698,happy
1770,happy
17715,happy
17772,happy
17799,happy
17802,neutral
17821,happy
1787,sad
17904,happy
1793,happy
17936,happy
18016,happy
18018,happy
18025,neutral
18033,happy
18037,happy
18080,happy
18082,happy
1815,happy
18165,happy
18173,happy
18205,happy
18226,happy
18237,happy
18245,happy
18249,sad
18250,happy
18256,happy
18259,surprise
18297,happy
18308,happy
18383,happy
18405,happy
18424,neutral
18425,happy
18442,happy
18443,happy
18471,happy
18476,happy
18483,happy
18487,happy
18503,happy
18505,neutral
18531,happy
18541,neutral
18556,happy
18568,happy
18578,happy
18655,happy
18662,happy
1869,happy
187,happy
18700,sad
18729,angry
18783,happy
18822,happy
18827,sad
18834,happy
18835,happy
18849,happy
18861,happy
1887,happy
18873,happy
18885,happy
18898,happy
18904,surprise
18930,happy
18944,happy
18948,happy
18952,happy
19008,happy
19012,happy
19025,sad
19056,happy
19062,happy
19063,neutral
19074,happy
19105,happy
19127,surprise
19130,sad
19132,happy
19137,happy
19148,happy
19160,neutral
19162,happy
1919,happy
192,surprise
1920,happy
19210,happy
19245,happy
19263,happy
19269,happy
19284,happy
19291,happy
19317,happy
19318,happy
19323,happy
19346,happy
19357,happy
19370,happy
19377,happy
19378,happy
1938,happy
19398,happy
19402,neutral
19438,happy
19449,happy
19478,happy
19492,happy
19496,happy
19499,happy
19514,happy
1953,happy
19536,happy
19548,sad
19568,sad
19589,neutral
19597,happy
196,happy
19600,happy
19605,sad
19668,happy
19680,happy
19696,happy
19700,happy
19709,happy
19711,surprise
1974,happy
19744,happy
19747,happy
19748,happy
19768,happy
19803,fear
19837,happy
19883,happy
19889,happy
19918,happy
19957,happy
19958,angry
19962,happy
19968,happy
2001,happy
20023,happy
20025,happy
20032,happy
20039,angry
20048,happy
20091,happy
20111,happy
2012,happy
20120,happy
20122,happy
20140,happy
20155,neutral
20165,happy
20181,happy
20196,happy
20208,happy
20213,happy
20216,neutral
20218,happy
20229,happy
20239,neutral
20252,happy
20267,happy
20285,happy
20296,sad
20318,happy
20355,happy
20365,happy
20371,sad
20377,happy
20412,happy
20430,happy
20445,sad
20490,happy
20500,happy
20507,happy
20519,happy
20547,happy
20561,happy
20567,happy
2058,happy
20580,happy
20595,happy
20616,happy
2064,happy
20666,happy
20675,neutral
20684,neutral
20685,happy
2069,happy
20745,happy
20821,happy
20829,happy
20850,happy
20857,happy
20865,happy
20866,happy
20889,happy
20918,happy
20941,happy
20945,happy
20949,happy
20958,happy
20972,angry
20984,happy
20988,happy
20994,happy
210,happy
21006,happy
21027,happy
21033,happy
21077,angry
21097,happy
21098,angry
21120,happy
21143,happy
21177,happy
21185,happy
2120,surprise
21200,happy
2122,neutral
21235,neutral
21292,happy
213,happy
21305,happy
21316,happy
21348,happy
2135,happy
2137,happy
21376,happy
21384,happy
21394,happy
21439,happy
21441,happy
21460,happy
21473,happy
21483,angry
21501,neutral
2152,fear
21524,happy
21538,happy
21574,happy
2159,happy
21593,happy
21602,happy
21605,happy
21618,happy
21699,happy
21708,happy
21750,happy
21778,neutral
21783,neutral
21787,happy
2182,angry
21825,neutral
21835,happy
2184,happy
21846,happy
21876,happy
21899,happy
21927,neutral
21942,fear
21943,fear
21961,neutral
21990,neutral
2204,happy
22056,surprise
22064,sad
22080,happy
22097,happy
22111,neutral
22138,sad
22140,happy
22150,happy
22154,happy
22178,angry
22179,happy
22191,happy
22194,happy
22201,angry
22247,happy
22289,sad
22290,happy
22301,sad
2231,happy
22340,happy
22346,happy
22347,happy
22351,happy
22380,happy
22388,happy
22395,happy
22424,happy
22459,happy
22466,happy
22506,happy
22532,happy
22545,happy
22560,happy
22574,happy
22600,happy
22604,sad
22612,neutral
22614,happy
22671,happy
22679,angry
22711,happy
22750,happy
22754,fear
22763,happy
22778,happy
22784,happy
22804,happy
22805,happy
2282,happy
22834,happy
2284,happy
22863,surprise
2287,happy
22894,happy
22900,happy
22910,sad
2293,happy
22935,happy
22991,happy
23028,happy
2305,happy
2307,happy
2308,happy
23096,happy
23101,happy
23114,happy
23122,happy
23170,happy
23238,happy
2324,fear
2327,happy
23293,neutral
23319,happy
23320,sad
23321,happy
23334,happy
23377,happy
23380,happy
23381,happy
23419,happy
23440,happy
23453,happy
23462,sad
2350,happy
23501,happy
23525,happy
23555,happy
23559,happy
23572,happy
23590,happy
23612,neutral
23621,happy
23664,happy
23667,happy
2374,happy
2377,happy
23770,happy
23786,sad
23801,happy
23813,happy
23848,happy
23862,happy
23865,neutral
23866,happy
23891,happy
23897,happy
23920,happy
23933,happy
23946,happy
24027,happy
2403,angry
24054,neutral
24055,happy
24077,angry
24079,happy
24099,happy
2411,sad
24123,happy
24137,happy
24148,happy
24161,happy
24189,angry
24200,happy
2421,happy
24211,happy
24219,happy
24224,happy
2424,happy
24241,happy
24259,surprise
24263,happy
24286,happy
24289,happy
24292,happy
24297,happy
24299,happy
24340,happy
24354,happy
24355,happy
2436,neutral
24360,happy
24380,happy
24390,happy
24391,surprise
24393,happy
24395,happy
24410,happy
24465,happy
24492,sad
2450,happy
24509,happy
24521,happy
24530,happy
24535,sad
24536,happy
24570,sad
24607,happy
24633,happy
24652,happy
24656,happy
24680,neutral
24692,happy
24699,happy
247,happy
24718,happy
2472,happy
24731,neutral
24747,happy
24764,happy
24769,surprise
24777,happy
24783,happy
24823,neutral
2483,happy
24845,happy
24884,sad
24906,happy
24910,happy
2492,neutral
24942,happy
24946,happy
25006,happy
25017,happy
25028,happy
25037,sad
25039,happy
25048,angry
25058,happy
25123,happy
25163,happy
25180,happy
25186,happy
25199,happy
25223,neutral
25271,happy
25275,neutral
25287,sad
25322,happy
25328,happy
25337,happy
25342,neutral
25383,angry
25396,neutral
25414,happy
25420,happy
25431,happy
25438,sad
25443,happy
25454,sad
25472,happy
25517,happy
25533,happy
2554,neutral
2556,happy
25578,happy
2559,happy
25602,happy
25604,happy
25649,happy
25652,happy
25658,happy
25686,happy
25705,happy
25714,happy
25719,happy
25720,happy
25744,happy
25747,happy
25759,happy
25775,neutral
25809,neutral
25839,happy
25887,happy
25902,happy
25927,fear
25937,happy
25949,happy
25993,happy
26018,happy
2603,sad
26032,happy
26034,happy
26046,happy
26077,surprise
26098,happy
26107,angry
2611,happy
26159,happy
26160,happy
26169,happy
2620,happy
26212,happy
26224,happy
2629,happy
26338,happy
26370,happy
26397,happy
2640,happy
26456,happy
26459,happy
26468,happy
26477,happy
2649,happy
26511,happy
2655,happy
26563,happy
26578,angry
26660,happy
26665,happy
26667,neutral
26676,happy
26703,happy
26720,fear
26736,happy
26775,happy
2678,happy
26819,happy
26840,happy
26850,sad
26873,happy
26888,happy
26891,happy
26906,happy
26909,neutral
26913,happy
26935,happy
26960,happy
26963,happy
26967,happy
26978,happy
26981,happy
27048,happy
27051,happy
27105,neutral
27106,happy
27128,happy
27140,happy
27152,happy
27162,happy
27172,happy
27187,happy
27196,neutral
27197,happy
27204,neutral
27212,happy
27227,happy
27246,happy
27277,happy
27294,happy
2730,happy
27326,happy
27333,happy
27334,happy
27365,happy
27367,happy
27404,happy
27407,sad
27426,happy
27446,happy
2745,happy
27452,happy
27474,happy
27508,happy
2754,happy
27554,neutral
27563,surprise
27575,happy
27616,happy
27619,neutral
27625,happy
27636,happy
27645,happy
27647,happy
27648,happy
27662,sad
27671,happy
27675,happy
27701,happy
2771,happy
2774,happy
27779,sad
27823,neutral
27854,happy
2790,fear
27928,happy
27931,happy
27932,happy
27940,happy
27944,neutral
27949,happy
2796,happy
28040,happy
28046,sad
2805,happy
2806,angry
2810,happy
28105,happy
28108,sad
28115,happy
28138,happy
28140,angry
2816,happy
2820,happy
28249,happy
28256,neutral
28264,happy
28273,happy
28282,happy
28367,angry
28376,sad
28379,happy
28383,happy
28415,sad
28474,happy
28502,surprise
28522,happy
28529,happy
2857,happy
28581,happy
28590,happy
28594,happy
28600,happy
2861,happy
28632,happy
2867,happy
28676,happy
28688,angry
28772,surprise
28797,surprise
28807,happy
28814,surprise
2885,happy
28871,happy
28897,happy
28928,happy
28934,happy
28938,happy
28949,happy
28954,angry
28955,happy
28962,angry
28963,sad
28982,happy
29003,happy
29019,happy
29020,angry
29067,happy
29071,happy
29074,happy
29111,happy
29123,happy
2913,happy
29185,happy
29211,happy
29214,neutral
29248,sad
29258,happy
29290,sad
2930,happy
29300,happy
29329,neutral
29365,happy
29370,happy
2938,happy
29398,happy
29415,happy
29423,sad
29456,happy
29460,happy
29464,angry
29467,happy
29475,sad
2948,happy
29504,happy
29555,happy
29578,happy
29589,happy
29645,happy
29647,happy
29648,happy
29649,happy
2965,happy
29680,happy
29697,happy
29699,neutral
29707,sad
29724,happy
29766,angry
29769,happy
29773,happy
29821,happy
29834,happy
29844,angry
2985,happy
29889,happy
29919,happy
29979,happy
29981,happy
29987,happy
29991,happy
30,happy
30006,happy
30016,happy
30069,neutral
30099,happy
3010,happy
30102,happy
30114,happy
30119,happy
30127,happy
30143,sad
3016,happy
30164,happy
30188,happy
30193,happy
30216,happy
3022,happy
30221,happy
3024,happy
30241,happy
30245,happy
3029,happy
30297,neutral
30328,happy
30332,happy
30337,happy
30338,happy
30341,neutral
30400,happy
30407,happy
30424,happy
30478,happy
30585,happy
30646,happy
30651,happy
30652,happy
30661,neutral
30675,happy
30683,happy
30689,neutral
3069,happy
30704,sad
30728,happy
30737,happy
30738,surprise
30749,happy
3077,happy
30772,angry
30779,happy
30793,neutral
30808,neutral
30820,happy
30822,happy
30823,happy
30825,happy
3083,happy
30830,happy
30835,happy
30851,happy
30855,happy
30856,neutral
3086,happy
30871,happy
30893,angry
30909,happy
30948,happy
30951,happy
30961,happy
30962,happy
30965,sad
30981,happy
31010,neutral
31029,happy
31043,happy
31056,happy
3106,happy
31080,happy
31101,happy
31112,angry
31137,happy
31140,happy
31141,happy
31145,neutral
3117,happy
3120,happy
31209,happy
31239,happy
31285,happy
31295,happy
3131,happy
31316,happy
3132,happy
31366,happy
3138,happy
31384,happy
3144,happy
31440,happy
3146,happy
31542,happy
31551,happy
31571,happy
31572,happy
3162,happy
31627,sad
31629,happy
31659,sad
31697,happy
31742,happy
31752,happy
31806,happy
31811,happy
3182,happy
31833,happy
31853,happy
31858,happy
31870,happy
31897,happy
31908,happy
31929,surprise
31952,surprise
31977,happy
31987,happy
32046,happy
32047,happy
32048,happy
32051,angry
3209,happy
32142,happy
32144,happy
3215,sad
32177,happy
32248,happy
32344,happy
32354,surprise
32372,happy
32377,happy
32382,happy
32388,happy
32402,fear
32439,happy
3245,sad
325,happy
3250,happy
32541,happy
32544,happy
32568,happy
32570,surprise
32574,happy
32595,happy
3260,fear
32607,happy
32614,happy
32624,surprise
32627,happy
32684,surprise
32725,surprise
32763,happy
32769,happy
32773,neutral
3278,happy
32796,happy
32826,happy
32835,happy
32837,angry
32838,happy
32849,sad
32913,happy
32917,happy
32950,happy
32952,happy
32953,happy
32958,happy
32973,happy
32993,happy
32997,happy
32998,happy
33016,happy
33017,happy
33024,happy
33046,happy
33065,happy
33066,sad
33071,neutral
33084,surprise
33091,happy
33094,happy
331,happy
3313,happy
33144,happy
33174,happy
33175,happy
3318,sad
33188,happy
33212,happy
33216,happy
33228,happy
33231,happy
33240,happy
33268,angry
33283,happy
333,happy
33319,happy
33320,neutral
33322,happy
33326,surprise
33343,happy
33357,happy
33366,happy
33375,happy
33407,happy
33423,happy
33455,happy
33460,surprise
33463,happy
33518,happy
33525,happy
33530,happy
33533,happy
33544,sad
33564,sad
33610,happy
33648,fear
33660,happy
33675,happy
33690,happy
33727,happy
33757,happy
33762,sad
33802,happy
33807,neutral
33842,happy
33853,happy
33874,happy
33915,happy
33917,happy
33933,happy
33938,happy
33981,happy
34015,happy
34049,happy
34057,happy
34098,happy
3410,neutral
34102,happy
3411,happy
34119,happy
34129,happy
3414,happy
34170,happy
34219,happy
3422,happy
34226,happy
34234,happy
34244,happy
34257,happy
34295,happy
34302,sad
3431,happy
34316,happy
34361,happy
34375,neutral
34386,happy
34397,sad
34412,happy
34435,happy
34437,happy
34464,happy
34468,happy
3447,happy
34471,fear
34483,happy
34498,happy
34510,neutral
3452,happy
34567,happy
34569,happy
34585,happy
34599,happy
34600,happy
34644,sad
34645,happy
34649,sad
3465,happy
34688,surprise
34720,happy
34724,happy
34737,happy
34753,happy
34756,neutral
34759,happy
34761,happy
34768,happy
34772,neutral
34829,happy
34836,happy
34840,happy
34841,happy
34861,happy
34941,angry
34965,happy
34969,happy
34978,sad
35101,happy
35117,happy
35142,happy
35153,happy
35163,happy
35177,happy
35199,happy
35200,happy
35209,happy
35226,neutral
35291,happy
35321,happy
35341,sad
35346,happy
35364,happy
35369,neutral
35370,happy
35372,happy
3538,happy
3543,sad
35454,neutral
35481,happy
35497,happy
35520,neutral
35536,happy
35547,happy
35552,happy
35559,happy
35582,happy
35598,happy
356,happy
35603,happy
35659,neutral
35664,happy
35677,happy
35685,happy
35698,neutral
3570,happy
35707,happy
35721,happy
35724,fear
3574,sad
35767,happy
35771,happy
35787,neutral
35792,happy
35794,happy
35804,happy
35850,happy
35856,happy
35860,happy
35869,happy
3590,happy
3647,neutral
366,happy
3662,happy
3663,happy
370,angry
3755,surprise
3763,happy
3766,happy
3772,happy
3811,happy
3818,happy
3842,happy
3875,happy
3891,angry
3906,happy
3958,angry
3959,neutral
3969,happy
3977,fear
3978,happy
3982,neutral
4029,happy
4041,happy
4084,happy
4090,happy
4094,happy
41,neutral
4107,happy
4114,surprise
4133,surprise
4156,angry
4159,happy
4165,happy
4169,happy
4174,happy
4182,happy
4185,happy
4226,sad
4248,happy
4264,happy
4269,happy
4284,happy
4295,neutral
4345,surprise
4363,happy
4366,happy
440,happy
4433,happy
446,happy
4480,happy
4485,neutral
4492,happy
4506,happy
4526,happy
4549,angry
4558,happy
4576,happy
4580,surprise
4589,happy
4606,happy
4607,happy
4620,happy
4634,happy
4640,happy
4649,happy
4653,sad
4666,neutral
478,neutral
4786,happy
4791,sad
4797,surprise
4803,happy
4814,happy
4827,happy
4832,happy
4849,happy
485,happy
487,happy
4910,happy
4948,angry
4980,happy
4988,happy
4996,happy
5006,happy
5008,happy
5048,sad
5062,happy
5089,happy
5102,happy
5127,happy
5154,neutral
5176,happy
5209,happy
5264,happy
5269,happy
527,happy
5278,happy
5279,happy
5289,neutral
5293,neutral
5303,happy
531,happy
5318,neutral
5340,happy
5356,neutral
5417,happy
5445,happy
5452,happy
5468,happy
5477,happy
5490,happy
5493,happy
5523,happy
553,fear
5548,happy
5558,sad
5594,happy
5618,happy
5674,happy
568,happy
5694,happy
5705,happy
5714,happy
5719,happy
5753,happy
5766,happy
5783,happy
5797,happy
5800,happy
5807,happy
5812,happy
5835,happy
5857,happy
5891,happy
5904,angry
5919,happy
594,happy
5942,angry
5954,happy
5968,happy
5977,happy
5988,happy
6029,happy
6045,happy
6052,surprise
6095,happy
6110,happy
6123,happy
613,happy
6136,sad
6169,happy
6175,happy
6183,happy
62,happy
620,happy
6206,neutral
6217,happy
6246,happy
6272,happy
628,neutral
629,happy
6368,happy
6378,happy
639,sad
6394,happy
6403,happy
6416,happy
6444,happy
6457,happy
6473,happy
6500,happy
6522,happy
6532,sad
655,happy
657,happy
6577,happy
659,happy
6603,surprise
6616,angry
6677,happy
6686,happy
6689,happy
6691,happy
6700,neutral
6703,happy
674,sad
6744,sad
6759,happy
6776,fear
6784,happy
6792,sad
681,sad
6811,happy
6818,happy
6865,happy
690,happy
6914,happy
6928,surprise
693,neutral
6935,happy
6977,happy
6989,happy
7017,happy
7020,happy
7026,happy
7029,happy
7065,happy
7080,happy
7100,neutral
7116,happy
7159,happy
7162,happy
7191,happy
7200,happy
721,happy
7244,happy
7245,happy
7292,sad
7299,happy
7333,happy
7335,happy
7366,happy
7379,sad
738,angry
7392,happy
7413,happy
7425,angry
7441,happy
7511,angry
7531,happy
7532,happy
7537,angry
7548,happy
7561,happy
7590,happy
7603,happy
7659,angry
7664,happy
7672,happy
7674,happy
7680,happy
7700,happy
7702,happy
7712,happy
7713,happy
7737,happy
774,happy
7753,happy
7762,happy
7804,happy
7813,happy
7815,happy
7827,happy
7845,happy
7881,happy
7892,sad
7905,happy
7916,surprise
7948,neutral
7975,happy
7986,neutral
8,happy
80,happy
8020,neutral
8027,happy
8034,happy
8049,happy
8065,neutral
8082,happy
8086,happy
8089,happy
817,happy
8188,happy
8228,happy
8268,happy
8276,happy
8284,neutral
8293,happy
8301,happy
8303,happy
8316,happy
8322,angry
8331,happy
8334,happy
8338,happy
8355,angry
8424,happy
8434,neutral
8449,happy
8457,happy
8473,happy
8539,happy
8548,happy
8559,happy
856,happy
8649,neutral
8657,surprise
8662,happy
8677,happy
8682,happy
8691,surprise
8704,happy
873,happy
8753,happy
8756,happy
8762,happy
880,angry
8820,happy
8861,happy
8864,happy
8886,sad
8915,happy
8940,happy
895,sad
8960,happy
897,happy
898,happy
8993,happy
9005,happy
906,happy
9060,happy
9070,happy
9071,happy
9085,happy
9094,happy
9147,happy
915,neutral
9152,happy
9167,happy
9174,happy
9180,happy
9202,happy
9206,happy
9222,happy
9246,sad
9272,angry
9286,neutral
9371,happy
9392,happy
9412,fear
9416,happy
942,happy
9437,sad
9442,happy
9476,happy
9486,happy
951,happy
9538,happy
9542,sad
9570,happy
9571,happy
9598,angry
9599,happy
9605,neutral
9640,happy
9687,happy
973,happy
9774,happy
9800,neutral
9833,happy
9845,happy
9865,angry
9890,happy
9893,happy
9897,sad
9901,angry
9933,angry
9977,happy
9979,happy
9984,neutral
10033,neutral
10048,surprise
10068,happy
10117,happy
10118,sad
10134,neutral
10150,happy
10247,neutral
10266,neutral
10346,angry
10406,neutral
1045,happy
10512,neutral
10518,neutral
10533,neutral
10535,angry
10549,sad
10624,neutral
10634,sad
10653,neutral
10676,neutral
10693,neutral
10715,angry
10741,neutral
10774,neutral
10787,sad
10902,neutral
10906,sad
10916,angry
10926,sad
1093,neutral
1094,neutral
1101,sad
11022,neutral
11032,surprise
11034,sad
11038,sad
11055,neutral
11065,sad
11098,neutral
11108,neutral
11130,sad
11168,neutral
11180,happy
112,neutral
11213,neutral
11218,angry
11233,neutral
11251,neutral
1126,neutral
11269,sad
11277,sad
11278,sad
11317,neutral
11358,sad
11390,sad
11395,neutral
1142,neutral
11448,sad
11462,happy
11491,neutral
11518,neutral
11560,sad
11603,neutral
11654,neutral
11660,happy
11686,neutral
11689,neutral
11725,angry
11738,sad
11783,neutral
11818,sad
11823,sad
11834,neutral
11872,surprise
11875,angry
11889,neutral
1189,angry
11913,neutral
11928,neutral
11977,neutral
12042,neutral
1206,angry
12090,neutral
12096,neutral
12100,neutral
12106,neutral
12116,happy
12117,neutral
12162,fear
12173,neutral
1220,neutral
12202,surprise
12215,surprise
1222,neutral
1227,neutral
12272,surprise
12289,surprise
12319,happy
12361,neutral
12363,sad
12366,sad
12407,neutral
12423,neutral
1248,sad
12500,happy
12508,surprise
12519,sad
12569,angry
12647,neutral
12801,neutral
12852,neutral
12869,neutral
12879,neutral
12885,happy
12933,neutral
12976,sad
1300,sad
13047,sad
1313,neutral
13161,sad
13164,neutral
13188,sad
13212,angry
13237,fear
13242,neutral
1328,happy
13337,neutral
1336,neutral
1339,neutral
13409,neutral
13411,neutral
13424,neutral
13430,neutral
13433,sad
13441,sad
13467,sad
13498,neutral
135,neutral
13531,neutral
13586,sad
13603,sad
13619,neutral
13633,sad
13644,neutral
13653,sad
13670,neutral
13692,sad
13695,happy
13800,angry
13808,neutral
13825,surprise
13834,happy
13843,neutral
13897,neutral
13909,neutral
14047,neutral
1407,neutral
1411,neutral
14113,happy
14135,sad
14154,neutral
14170,happy
14174,neutral
14175,angry
14187,neutral
14190,neutral
14224,neutral
14342,neutral
14352,neutral
14362,angry
14406,sad
14436,neutral
14481,sad
14487,neutral
14495,neutral
14496,sad
14513,sad
14542,neutral
14550,angry
14564,sad
14641,neutral
14645,happy
14671,happy
14703,neutral
14717,neutral
14741,neutral
14859,neutral
14867,neutral
14929,neutral
1493,happy
14957,neutral
14980,neutral
15007,neutral
15013,neutral
15044,neutral
15070,neutral
15102,neutral
15106,sad
15120,neutral
15121,neutral
15132,fear
15168,neutral
15193,neutral
15207,happy
15210,neutral
15220,sad
15248,neutral
15293,neutral
15333,neutral
15334,sad
15350,neutral
15366,neutral
15387,neutral
15405,happy
15441,neutral
15445,sad
15459,sad
15529,neutral
15536,neutral
15568,angry
15570,angry
15611,sad
15634,neutral
15638,neutral
15651,angry
15686,happy
15713,neutral
15716,sad
15717,sad
1572,fear
15721,angry
15824,sad
15847,neutral
15890,happy
15904,angry
15932,sad
15963,angry
16019,angry
16094,angry
16101,neutral
16143,happy
16196,angry
16257,sad
16324,neutral
16329,neutral
16350,neutral
16363,fear
16389,happy
16419,neutral
16463,sad
16464,angry
16476,neutral
16478,fear
16508,neutral
1656,neutral
16569,sad
16570,sad
16575,neutral
16685,surprise
1669,neutral
16696,neutral
16714,neutral
1675,neutral
16817,neutral
16823,neutral
1683,angry
16845,neutral
1685,sad
16860,happy
1688,neutral
16890,neutral
16964,happy
16969,sad
16989,angry
17015,neutral
17018,neutral
17028,neutral
17131,neutral
1716,neutral
17163,neutral
17212,neutral
17231,neutral
17251,angry
17267,fear
17273,neutral
17276,neutral
17295,angry
17318,sad
17345,angry
17359,neutral
1737,sad
1738,fear
17417,neutral
17424,neutral
17538,sad
17555,neutral
17563,neutral
17582,angry
1759,neutral
17598,neutral
17695,fear
17702,happy
17790,neutral
17815,neutral
17837,sad
1785,surprise
17886,sad
17973,neutral
17980,angry
18035,neutral
18130,angry
18168,angry
18181,neutral
1819,sad
18208,neutral
18223,neutral
18281,neutral
18288,sad
1830,neutral
18301,neutral
18312,neutral
18321,neutral
18339,neutral
1835,happy
18388,neutral
18389,neutral
18431,neutral
18469,sad
18497,neutral
18545,neutral
18554,sad
18658,neutral
18687,neutral
18703,neutral
18708,neutral
18725,sad
1874,happy
18778,neutral
18791,neutral
18803,neutral
18825,neutral
18909,surprise
1892,neutral
18926,neutral
1897,neutral
18973,happy
18986,neutral
19009,neutral
19131,neutral
19181,happy
19204,neutral
19214,sad
19234,surprise
19259,sad
19329,neutral
19340,neutral
19373,neutral
19390,neutral
19411,sad
19435,neutral
19495,fear
19533,neutral
19549,happy
19571,sad
19581,neutral
19590,neutral
19591,neutral
19609,neutral
19615,neutral
19643,neutral
1972,sad
19793,happy
19797,neutral
19829,sad
19855,sad
19863,neutral
1988,angry
19953,happy
19983,happy
19993,happy
20008,neutral
20019,neutral
20028,neutral
20036,neutral
201,sad
20150,neutral
20157,neutral
2019,happy
20223,angry
20257,sad
20272,sad
20274,neutral
20289,sad
20360,sad
20372,neutral
20416,neutral
20432,neutral
2044,neutral
20514,neutral
20517,sad
2053,sad
20549,sad
20588,sad
20603,surprise
20621,neutral
20665,sad
20670,angry
2068,sad
20680,sad
20737,sad
20814,neutral
20833,sad
20856,neutral
20875,neutral
20892,sad
20893,sad
20933,happy
20948,neutral
21025,sad
21030,angry
21092,sad
21104,neutral
21150,neutral
21166,neutral
21167,sad
21199,neutral
21210,neutral
21265,surprise
21311,neutral
21314,sad
2133,neutral
21337,neutral
21351,neutral
21377,neutral
21386,neutral
21393,sad
21404,happy
21451,neutral
21455,fear
21470,surprise
21475,sad
2149,neutral
21557,neutral
2156,neutral
21589,neutral
21638,happy
21658,neutral
21663,neutral
21695,neutral
217,neutral
2172,neutral
21730,angry
21752,surprise
21794,neutral
21812,sad
21817,happy
21822,neutral
21852,neutral
21862,neutral
21880,sad
21962,neutral
21971,sad
22023,sad
22028,neutral
2207,neutral
22088,neutral
22091,sad
22095,neutral
22123,neutral
2216,neutral
2223,neutral
22267,neutral
2227,neutral
22292,neutral
22325,sad
22336,neutral
22354,sad
22357,surprise
22403,neutral
22410,neutral
22442,neutral
22457,neutral
22482,neutral
22508,sad
22517,neutral
22571,angry
22576,neutral
22587,neutral
22617,neutral
22627,neutral
22655,neutral
22688,neutral
22691,neutral
22720,fear
2273,neutral
22774,neutral
22787,neutral
2279,neutral
22820,neutral
22867,neutral
22886,neutral
22916,neutral
22924,neutral
22974,sad
22987,sad
22992,neutral
23012,sad
2303,neutral
23039,neutral
23057,neutral
23103,neutral
23119,neutral
23167,sad
23172,sad
23186,neutral
23204,neutral
23216,happy
23224,fear
23244,sad
23272,fear
23291,neutral
23343,neutral
23348,sad
23396,neutral
23457,neutral
23470,neutral
23487,neutral
23565,neutral
23609,neutral
23623,sad
23634,neutral
23666,neutral
23691,neutral
23722,neutral
23725,neutral
23741,neutral
23794,surprise
23858,neutral
23869,neutral
23929,neutral
24003,fear
24051,neutral
24065,neutral
24101,neutral
24104,neutral
24105,neutral
24156,neutral
24175,neutral
24182,neutral
24187,neutral
24232,neutral
2427,surprise
24347,neutral
24358,neutral
2443,neutral
24443,neutral
24531,happy
24573,neutral
24575,neutral
2458,happy
24725,neutral
24768,neutral
24774,angry
24779,neutral
24785,neutral
24798,happy
24815,angry
24820,neutral
24877,neutral
24912,neutral
24931,neutral
24962,neutral
24964,sad
25007,neutral
25018,fear
25021,sad
25078,sad
25089,neutral
25099,neutral
2510,neutral
25151,neutral
