id_img,label
12557,happy
12560,happy
12581,happy
12600,happy
12611,happy
12672,happy
12705,sad
12725,happy
12729,happy
12772,happy
12776,happy
12789,happy
12861,happy
12904,happy
12936,neutral
12951,happy
12956,happy
12957,sad
13037,neutral
13073,happy
1309,happy
13105,happy
13108,happy
13127,neutral
13139,happy
13151,happy
1316,happy
13204,happy
13228,happy
13283,happy
13317,sad
13322,happy
1334,neutral
13348,happy
13353,happy
13363,happy
13366,sad
13385,happy
1341,happy
13427,happy
13428,happy
13449,happy
13456,happy
13476,happy
13502,happy
13526,happy
13528,happy
13570,happy
13584,happy
13590,happy
13615,happy
13618,happy
13655,happy
13703,happy
13706,neutral
13715,sad
13757,sad
13761,sad
13792,happy
13802,happy
1381,happy
13833,neutral
13848,happy
13874,happy
13877,happy
139,sad
13911,angry
13912,happy
13925,happy
1395,sad
13955,neutral
13968,fear
13969,happy
13991,happy
14063,happy
14092,happy
141,neutral
14139,happy
14152,happy
14155,neutral
14169,happy
14236,happy
14278,happy
14282,happy
14292,happy
14310,happy
14314,happy
14327,surprise
14348,sad
14360,happy
14371,happy
14378,happy
14419,sad
14427,happy
14448,neutral
14473,happy
14475,happy
14516,happy
14517,happy
14518,neutral
14546,happy
14586,happy
14593,happy
14611,happy
14700,happy
14730,happy
14757,happy
14759,sad
14792,happy
14877,happy
1491,happy
14965,happy
14973,neutral
15039,happy
15060,happy
15077,happy
15099,happy
1512,happy
15147,happy
15181,happy
15212,happy
15216,happy
15221,happy
15229,happy
15257,happy
15269,neutral
15271,happy
15292,happy
15310,neutral
15323,happy
15331,happy
15335,happy
1538,happy
15397,happy
15400,happy
15409,happy
15426,happy
15432,sad
15438,happy
15443,happy
15455,neutral
15494,happy
15520,neutral
15523,happy
15589,happy
15616,happy
15621,happy
15677,happy
15708,happy
15758,happy
15767,happy
15791,surprise
15843,happy
15854,happy
15885,sad
15910,happy
15966,neutral
15976,happy
15983,neutral
16037,angry
16042,neutral
16064,happy
16076,happy
16081,happy
16106,neutral
16108,happy
16120,happy
16141,happy
16192,happy
16198,happy
16238,happy
16275,happy
1628,happy
16308,happy
16370,happy
16375,happy
1640,happy
16407,angry
16423,neutral
16444,happy
16460,happy
16511,happy
16550,happy
16562,happy
16583,happy
16588,happy
16596,happy
16604,happy
16611,happy
16619,sad
16633,happy
16649,happy
16667,happy
16699,happy
167,happy
1670,happy
16700,happy
16712,sad
16734,happy
16738,happy
16751,happy
16752,happy
16759,neutral
16770,happy
16795,happy
16799,happy
16809,happy
16818,happy
16952,happy
16967,happy
16971,happy
1699,happy
17002,fear
17007,neutral
17010,sad
17021,neutral
17022,happy
17032,happy
1704,sad
17041,happy
1707,happy
17098,happy
17104,neutral
17117,happy
17188,happy
17194,happy
17207,happy
17220,happy
17319,happy
17367,neutral
17381,happy
17397,happy
17402,happy
17447,happy
17462,neutral
17470,surprise
17484,neutral
17485,neutral
17494,happy
17498,happy
17506,sad
17524,happy
17541,neutral
17543,happy
17552,happy
17609,happy
17624,angry
17654,happy
1768,sad
17682,happy
17684,sad
17692,happy
17694,happy
17698,happy
1770,happy
17715,happy
17772,happy
17799,happy
17802,neutral
17821,happy
1787,happy
17904,happy
1793,happy
17936,happy
18016,happy
18018,happy
18025,neutral
18033,happy
18037,happy
18080,happy
18082,happy
1815,happy
18165,happy
18173,happy
18205,happy
18226,happy
18237,happy
18245,happy
18249,sad
18250,happy
18256,happy
18259,surprise
18297,happy
18308,happy
18383,happy
18405,happy
18424,neutral
18425,happy
18442,happy
18443,happy
18471,happy
18476,happy
18483,neutral
18487,happy
18503,happy
18505,neutral
18531,happy
18541,neutral
18556,happy
18568,happy
18578,happy
18655,happy
18662,happy
1869,happy
187,happy
18700,sad
18729,happy
18783,happy
18822,happy
18827,neutral
18834,happy
18835,happy
18849,happy
18861,happy
1887,happy
18873,happy
18885,happy
18898,happy
18904,surprise
18930,happy
18944,happy
18948,happy
18952,happy
19008,happy
19012,happy
19025,happy
19056,happy
19062,happy
19063,happy
19074,happy
19105,happy
19127,neutral
19130,sad
19132,happy
19137,happy
19148,happy
19160,neutral
19162,happy
1919,angry
192,surprise
1920,happy
19210,happy
19245,happy
19263,happy
19269,happy
19284,happy
19291,neutral
19317,happy
19318,happy
19323,happy
19346,happy
19357,happy
19370,happy
19377,happy
19378,happy
1938,happy
19398,neutral
19402,neutral
19438,happy
19449,happy
19478,happy
19492,happy
19496,happy
19499,happy
19514,happy
1953,happy
19536,happy
19548,happy
19568,sad
19589,neutral
19597,happy
196,happy
19600,happy
19605,sad
19668,happy
19680,happy
19696,happy
19700,happy
19709,happy
19711,happy
1974,happy
19744,happy
19747,happy
19748,happy
19768,happy
19803,happy
19837,happy
19883,happy
19889,happy
19918,happy
19957,neutral
19958,happy
19962,happy
19968,happy
2001,happy
20023,happy
20025,happy
20032,happy
20039,happy
20048,happy
20091,happy
20111,happy
2012,happy
20120,happy
20122,happy
20140,happy
20155,happy
20165,happy
20181,sad
20196,happy
20208,sad
20213,happy
20216,neutral
20218,happy
20229,happy
20239,sad
20252,happy
20267,happy
20285,happy
20296,sad
20318,neutral
20355,happy
20365,happy
20371,fear
20377,happy
20412,happy
20430,happy
20445,happy
20490,neutral
20500,happy
20507,happy
20519,happy
20547,neutral
20561,happy
20567,happy
2058,happy
20580,happy
20595,happy
20616,happy
2064,happy
20666,happy
20675,neutral
20684,happy
20685,happy
2069,happy
20745,happy
20821,happy
20829,happy
20850,happy
20857,happy
20865,happy
20866,happy
20889,happy
20918,happy
20941,happy
20945,happy
20949,happy
20958,sad
20972,angry
20984,neutral
20988,happy
20994,neutral
210,happy
21006,happy
21027,happy
21033,happy
21077,happy
21097,happy
21098,happy
21120,happy
21143,neutral
21177,happy
21185,happy
2120,sad
21200,happy
2122,happy
21235,neutral
21292,happy
213,happy
21305,happy
21316,happy
21348,happy
2135,happy
2137,happy
21376,happy
21384,happy
21394,happy
21439,surprise
21441,happy
21460,happy
21473,happy
21483,angry
21501,neutral
2152,surprise
21524,happy
21538,happy
21574,happy
2159,happy
21593,happy
21602,happy
21605,happy
21618,happy
21699,happy
21708,neutral
21750,happy
21778,neutral
21783,neutral
21787,happy
2182,happy
21825,neutral
21835,happy
2184,happy
21846,happy
21876,happy
21899,happy
21927,happy
21942,happy
21943,happy
21961,happy
21990,neutral
2204,happy
22056,neutral
22064,sad
22080,happy
22097,happy
22111,neutral
22138,happy
22140,happy
22150,happy
22154,happy
22178,angry
22179,happy
22191,happy
22194,happy
22201,angry
22247,happy
22289,sad
22290,happy
22301,neutral
2231,happy
22340,happy
22346,happy
22347,happy
22351,neutral
22380,happy
22388,happy
22395,happy
22424,happy
22459,happy
22466,happy
22506,neutral
22532,happy
22545,happy
22560,happy
22574,happy
22600,happy
22604,happy
22612,happy
22614,happy
22671,neutral
22679,happy
22711,happy
22750,happy
22754,sad
22763,happy
22778,happy
22784,neutral
22804,happy
22805,happy
2282,happy
22834,happy
2284,happy
22863,neutral
2287,happy
22894,sad
22900,happy
22910,happy
2293,happy
22935,happy
22991,happy
23028,sad
2305,happy
2307,happy
2308,happy
23096,happy
23101,happy
23114,happy
23122,happy
23170,happy
23238,happy
2324,happy
2327,happy
23293,happy
23319,happy
23320,sad
23321,happy
23334,happy
23377,happy
23380,happy
23381,happy
23419,happy
23440,happy
23453,happy
23462,sad
2350,happy
23501,happy
23525,happy
23555,happy
23559,happy
23572,neutral
23590,happy
23612,happy
23621,happy
23664,happy
23667,neutral
2374,happy
2377,happy
23770,sad
23786,sad
23801,happy
23813,happy
23848,happy
23862,happy
23865,neutral
23866,happy
23891,happy
23897,happy
23920,happy
23933,happy
23946,happy
24027,happy
2403,happy
24054,neutral
24055,happy
24077,angry
24079,happy
24099,neutral
2411,sad
24123,happy
24137,happy
24148,happy
24161,happy
24189,happy
24200,happy
2421,happy
24211,happy
24219,neutral
24224,happy
2424,neutral
24241,happy
24259,surprise
24263,sad
24286,happy
24289,happy
24292,happy
24297,happy
24299,happy
24340,happy
24354,happy
24355,happy
2436,happy
24360,happy
24380,happy
24390,happy
24391,surprise
24393,happy
24395,happy
24410,happy
24465,happy
24492,sad
2450,happy
24509,happy
24521,happy
24530,happy
24535,happy
24536,happy
24570,sad
24607,happy
24633,fear
24652,happy
24656,happy
24680,neutral
24692,sad
24699,happy
247,happy
24718,happy
2472,happy
24731,neutral
24747,happy
24764,happy
24769,happy
24777,happy
24783,happy
24823,neutral
2483,happy
24845,happy
24884,sad
24906,happy
24910,happy
2492,happy
24942,happy
24946,happy
25006,happy
25017,happy
25028,sad
25037,sad
25039,happy
25048,angry
25058,neutral
25123,happy
25163,happy
25180,happy
25186,happy
25199,happy
25223,sad
25271,happy
25275,neutral
25287,happy
25322,happy
25328,happy
25337,happy
25342,happy
25383,angry
25396,happy
25414,happy
25420,happy
25431,happy
25438,sad
25443,happy
25454,sad
25472,happy
25517,neutral
25533,happy
2554,sad
2556,happy
25578,happy
2559,happy
25602,happy
25604,happy
25649,happy
25652,happy
25658,happy
25686,happy
25705,happy
25714,happy
25719,happy
25720,happy
25744,happy
25747,happy
25759,happy
25775,neutral
25809,neutral
25839,happy
25887,happy
25902,happy
25927,happy
25937,happy
25949,sad
25993,happy
26018,happy
2603,happy
26032,happy
26034,happy
26046,happy
26077,surprise
26098,happy
26107,angry
2611,happy
26159,happy
26160,happy
26169,happy
2620,happy
26212,happy
26224,happy
2629,happy
26338,happy
26370,happy
26397,happy
2640,happy
26456,happy
26459,happy
26468,happy
26477,happy
2649,happy
26511,happy
2655,happy
26563,happy
26578,happy
26660,happy
26665,happy
26667,neutral
26676,happy
26703,happy
26720,neutral
26736,happy
26775,happy
2678,happy
26819,happy
26840,happy
26850,sad
26873,happy
26888,happy
26891,happy
26906,happy
26909,neutral
26913,happy
26935,happy
26960,happy
26963,happy
26967,happy
26978,happy
26981,happy
27048,happy
27051,happy
27105,happy
27106,happy
27128,happy
27140,happy
27152,happy
27162,happy
27172,happy
27187,happy
27196,sad
27197,happy
27204,neutral
27212,happy
27227,happy
27246,happy
27277,happy
27294,happy
2730,happy
27326,happy
27333,happy
27334,happy
27365,happy
27367,happy
27404,happy
27407,happy
27426,happy
27446,happy
2745,happy
27452,happy
27474,happy
27508,neutral
2754,happy
27554,neutral
27563,neutral
27575,happy
27616,neutral
27619,happy
27625,happy
27636,happy
27645,happy
27647,neutral
27648,happy
27662,happy
27671,happy
27675,angry
27701,happy
2771,happy
2774,happy
27779,happy
27823,happy
27854,happy
2790,happy
27928,happy
27931,surprise
27932,happy
27940,happy
27944,neutral
27949,happy
2796,happy
28040,happy
28046,neutral
2805,happy
2806,happy
2810,happy
28105,happy
28108,happy
28115,happy
28138,happy
28140,sad
2816,happy
2820,happy
28249,happy
28256,neutral
28264,happy
28273,happy
28282,happy
28367,sad
28376,happy
28379,happy
28383,neutral
28415,neutral
28474,happy
28502,neutral
28522,happy
28529,neutral
2857,neutral
28581,happy
28590,happy
28594,happy
28600,happy
2861,happy
28632,happy
2867,happy
28676,happy
28688,happy
28772,surprise
28797,surprise
28807,happy
28814,surprise
2885,happy
28871,happy
28897,happy
28928,happy
28934,happy
28938,happy
28949,happy
28954,happy
28955,happy
28962,happy
28963,happy
28982,happy
29003,happy
29019,happy
29020,neutral
29067,happy
29071,sad
29074,happy
29111,happy
29123,happy
2913,happy
29185,happy
29211,happy
29214,neutral
29248,angry
29258,happy
29290,sad
2930,happy
29300,happy
29329,neutral
29365,happy
29370,happy
2938,happy
29398,happy
29415,happy
29423,neutral
29456,happy
29460,happy
29464,happy
29467,happy
29475,happy
2948,surprise
29504,happy
29555,happy
29578,surprise
29589,happy
29645,happy
29647,happy
29648,happy
29649,happy
2965,happy
29680,angry
29697,happy
29699,neutral
29707,sad
29724,happy
29766,happy
29769,happy
29773,neutral
29821,surprise
29834,happy
29844,angry
2985,happy
29889,happy
29919,happy
29979,happy
29981,happy
29987,happy
29991,happy
30,happy
30006,happy
30016,happy
30069,happy
30099,happy
3010,happy
30102,happy
30114,happy
30119,happy
30127,happy
30143,neutral
3016,happy
30164,happy
30188,happy
30193,happy
30216,happy
3022,happy
30221,happy
3024,happy
30241,happy
30245,happy
3029,happy
30297,neutral
30328,happy
30332,happy
30337,happy
30338,happy
30341,sad
30400,happy
30407,happy
30424,happy
30478,happy
30585,happy
30646,happy
30651,happy
30652,happy
30661,neutral
30675,happy
30683,happy
30689,happy
3069,happy
30704,happy
30728,happy
30737,happy
30738,surprise
30749,happy
3077,happy
30772,happy
30779,happy
30793,neutral
30808,surprise
30820,happy
30822,happy
30823,happy
30825,happy
3083,happy
30830,happy
30835,happy
30851,happy
30855,happy
30856,neutral
3086,happy
30871,happy
30893,surprise
30909,happy
30948,happy
30951,happy
30961,neutral
30962,neutral
30965,neutral
30981,angry
31010,happy
31029,happy
31043,happy
31056,happy
3106,happy
31080,happy
31101,happy
31112,happy
31137,happy
31140,happy
31141,happy
31145,happy
3117,happy
3120,happy
31209,happy
31239,happy
31285,happy
31295,angry
3131,happy
31316,happy
3132,happy
31366,happy
3138,happy
31384,happy
3144,happy
31440,happy
3146,happy
31542,happy
31551,happy
31571,happy
31572,happy
3162,happy
31627,happy
31629,happy
31659,happy
31697,happy
31742,happy
31752,happy
31806,happy
31811,happy
3182,happy
31833,happy
31853,happy
31858,happy
31870,neutral
31897,happy
31908,happy
31929,surprise
31952,happy
31977,happy
31987,happy
32046,happy
32047,happy
32048,happy
32051,angry
3209,neutral
32142,happy
32144,happy
3215,neutral
32177,happy
32248,happy
32344,happy
32354,happy
32372,happy
32377,happy
32382,neutral
32388,happy
32402,sad
32439,happy
3245,happy
325,happy
3250,happy
32541,happy
32544,happy
32568,happy
32570,surprise
32574,happy
32595,happy
3260,surprise
32607,happy
32614,neutral
32624,sad
32627,happy
32684,happy
32725,neutral
32763,happy
32769,happy
32773,neutral
3278,happy
32796,happy
32826,happy
32835,happy
32837,happy
32838,happy
32849,happy
32913,happy
32917,happy
32950,happy
32952,happy
32953,happy
32958,happy
32973,happy
32993,happy
32997,happy
32998,happy
33016,sad
33017,happy
33024,happy
33046,happy
33065,happy
33066,happy
33071,neutral
33084,happy
33091,neutral
33094,happy
331,happy
3313,happy
33144,happy
33174,happy
33175,happy
3318,sad
33188,happy
33212,happy
33216,happy
33228,happy
33231,happy
33240,sad
33268,happy
33283,happy
333,happy
33319,happy
33320,neutral
33322,neutral
33326,surprise
33343,happy
33357,happy
33366,happy
33375,happy
33407,happy
33423,happy
33455,sad
33460,happy
33463,happy
33518,happy
33525,happy
33530,happy
33533,happy
33544,neutral
33564,happy
33610,happy
33648,angry
33660,happy
33675,happy
33690,happy
33727,happy
33757,happy
33762,happy
33802,happy
33807,neutral
33842,neutral
33853,happy
33874,happy
33915,happy
33917,happy
33933,happy
33938,happy
33981,happy
34015,happy
34049,happy
34057,happy
34098,happy
3410,neutral
34102,happy
3411,fear
34119,happy
34129,happy
3414,happy
34170,happy
34219,happy
3422,happy
34226,happy
34234,happy
34244,happy
34257,happy
34295,happy
34302,happy
3431,happy
34316,happy
34361,happy
34375,happy
34386,fear
34397,happy
34412,neutral
34435,happy
34437,happy
34464,happy
34468,happy
3447,happy
34471,fear
34483,happy
34498,happy
34510,neutral
3452,happy
34567,happy
34569,happy
34585,happy
34599,happy
34600,happy
34644,happy
34645,happy
34649,happy
3465,happy
34688,happy
34720,happy
34724,happy
34737,happy
34753,happy
34756,neutral
34759,happy
34761,happy
34768,happy
34772,happy
34829,happy
34836,angry
34840,happy
34841,happy
34861,happy
34941,happy
34965,happy
34969,happy
34978,sad
35101,angry
35117,happy
35142,happy
35153,happy
35163,happy
35177,happy
35199,happy
35200,happy
35209,happy
35226,neutral
35291,happy
35321,happy
35341,sad
35346,happy
35364,happy
35369,happy
35370,happy
35372,happy
3538,happy
3543,neutral
35454,happy
35481,happy
35497,happy
35520,happy
35536,happy
35547,happy
35552,sad
35559,angry
35582,happy
35598,happy
356,happy
35603,happy
35659,sad
35664,happy
35677,happy
35685,happy
35698,happy
3570,sad
35707,neutral
35721,happy
35724,happy
3574,sad
35767,happy
35771,happy
35787,angry
35792,surprise
35794,happy
35804,happy
35850,happy
35856,happy
35860,neutral
35869,happy
3590,happy
3647,neutral
366,happy
3662,happy
3663,happy
370,happy
3755,neutral
3763,neutral
3766,happy
3772,neutral
3811,neutral
3818,happy
3842,happy
3875,happy
3891,angry
3906,happy
3958,happy
3959,neutral
3969,happy
3977,happy
3978,happy
3982,sad
4029,happy
4041,happy
4084,happy
4090,happy
4094,happy
41,neutral
4107,neutral
4114,happy
4133,happy
4156,neutral
4159,happy
4165,happy
4169,happy
4174,happy
4182,happy
4185,happy
4226,neutral
4248,happy
4264,happy
4269,happy
4284,happy
4295,neutral
4345,fear
4363,happy
4366,happy
440,happy
4433,happy
446,neutral
4480,happy
4485,neutral
4492,happy
4506,happy
4526,happy
4549,happy
4558,happy
4576,happy
4580,surprise
4589,happy
4606,happy
4607,happy
4620,happy
4634,happy
4640,happy
4649,happy
4653,surprise
4666,neutral
478,neutral
4786,happy
4791,sad
4797,fear
4803,happy
4814,happy
4827,happy
4832,happy
4849,happy
485,happy
487,happy
4910,happy
4948,angry
4980,happy
4988,happy
4996,happy
5006,happy
5008,happy
5048,happy
5062,happy
5089,happy
5102,happy
5127,happy
5154,neutral
5176,happy
5209,happy
5264,happy
5269,happy
527,happy
5278,happy
5279,happy
5289,neutral
5293,sad
5303,happy
531,happy
5318,happy
5340,happy
5356,neutral
5417,happy
5445,happy
5452,happy
5468,happy
5477,sad
5490,neutral
5493,happy
5523,sad
553,happy
5548,happy
5558,neutral
5594,happy
5618,happy
5674,happy
568,happy
5694,happy
5705,happy
5714,happy
5719,happy
5753,happy
5766,sad
5783,happy
5797,happy
5800,happy
5807,happy
5812,happy
5835,happy
5857,happy
5891,happy
5904,happy
5919,happy
594,happy
5942,angry
5954,happy
5968,happy
5977,sad
5988,neutral
6029,happy
6045,happy
6052,surprise
6095,happy
6110,happy
6123,happy
613,happy
6136,happy
6169,happy
6175,happy
6183,happy
62,happy
620,happy
6206,neutral
6217,happy
6246,happy
6272,happy
628,sad
629,happy
6368,happy
6378,happy
639,sad
6394,happy
6403,happy
6416,neutral
6444,happy
6457,happy
6473,happy
6500,happy
6522,happy
6532,neutral
655,happy
657,happy
6577,neutral
659,sad
6603,surprise
6616,neutral
6677,happy
6686,happy
6689,happy
6691,happy
6700,happy
6703,happy
674,happy
6744,neutral
6759,happy
6776,happy
6784,happy
6792,neutral
681,happy
6811,happy
6818,happy
6865,happy
690,happy
6914,happy
6928,surprise
693,neutral
6935,happy
6977,happy
6989,neutral
7017,happy
7020,happy
7026,happy
7029,neutral
7065,happy
7080,happy
7100,neutral
7116,happy
7159,happy
7162,happy
7191,happy
7200,happy
721,happy
7244,happy
7245,happy
7292,sad
7299,happy
7333,happy
7335,happy
7366,happy
7379,sad
738,neutral
7392,happy
7413,happy
7425,sad
7441,happy
7511,sad
7531,neutral
7532,happy
7537,angry
7548,happy
7561,happy
7590,happy
7603,happy
7659,happy
7664,happy
7672,happy
7674,happy
7680,happy
7700,happy
7702,happy
7712,happy
7713,happy
7737,happy
774,happy
7753,happy
7762,happy
7804,happy
7813,happy
7815,happy
7827,happy
7845,happy
7881,happy
7892,neutral
7905,neutral
7916,fear
7948,neutral
7975,happy
7986,happy
8,happy
80,happy
8020,sad
8027,neutral
8034,happy
8049,happy
8065,happy
8082,happy
8086,happy
8089,happy
817,happy
8188,happy
8228,happy
8268,happy
8276,happy
8284,happy
8293,happy
8301,happy
8303,happy
8316,happy
8322,happy
8331,happy
8334,happy
8338,happy
8355,happy
8424,happy
8434,neutral
8449,happy
8457,happy
8473,happy
8539,happy
8548,happy
8559,happy
856,happy
8649,sad
8657,angry
8662,happy
8677,happy
8682,happy
8691,neutral
8704,happy
873,happy
8753,happy
8756,neutral
8762,happy
880,happy
8820,happy
8861,happy
8864,happy
8886,happy
8915,happy
8940,happy
895,sad
8960,happy
897,happy
898,happy
8993,happy
9005,happy
906,happy
9060,happy
9070,happy
9071,happy
9085,happy
9094,happy
9147,happy
915,neutral
9152,happy
9167,happy
9174,happy
9180,happy
9202,happy
9206,happy
9222,happy
9246,sad
9272,angry
9286,happy
9371,happy
9392,happy
9412,neutral
9416,happy
942,happy
9437,sad
9442,happy
9476,happy
9486,happy
951,happy
9538,happy
9542,sad
9570,happy
9571,happy
9598,sad
9599,happy
9605,neutral
9640,neutral
9687,happy
973,happy
9774,happy
9800,happy
9833,happy
9845,happy
9865,happy
9890,happy
9893,happy
9897,sad
9901,angry
9933,happy
9977,happy
9979,happy
9984,neutral
10033,neutral
10048,sad
10068,neutral
10117,neutral
10118,neutral
10134,neutral
10150,happy
10247,neutral
10266,neutral
10346,neutral
10406,neutral
1045,neutral
10512,neutral
10518,neutral
10533,neutral
10535,neutral
10549,sad
10624,neutral
10634,fear
10653,neutral
10676,neutral
10693,neutral
10715,angry
10741,neutral
10774,neutral
10787,sad
10902,neutral
10906,sad
10916,sad
10926,sad
1093,neutral
1094,neutral
1101,neutral
11022,neutral
11032,surprise
11034,sad
11038,happy
11055,neutral
11065,sad
11098,neutral
11108,neutral
11130,sad
11168,neutral
11180,neutral
112,neutral
11213,neutral
11218,neutral
11233,neutral
11251,happy
1126,happy
11269,sad
11277,sad
11278,neutral
11317,neutral
11358,neutral
11390,sad
11395,sad
1142,neutral
11448,happy
11462,neutral
11491,neutral
11518,neutral
11560,sad
11603,neutral
11654,neutral
11660,neutral
11686,neutral
11689,neutral
11725,angry
11738,sad
11783,happy
11818,neutral
11823,neutral
11834,neutral
11872,neutral
11875,neutral
11889,neutral
1189,neutral
11913,neutral
11928,neutral
11977,neutral
12042,neutral
1206,sad
12090,neutral
12096,neutral
12100,neutral
12106,neutral
12116,sad
12117,neutral
12162,sad
12173,neutral
1220,neutral
12202,neutral
12215,fear
1222,neutral
1227,neutral
12272,neutral
12289,fear
12319,happy
12361,neutral
12363,sad
12366,angry
12407,neutral
12423,neutral
1248,surprise
12500,sad
12508,neutral
12519,angry
12569,happy
12647,neutral
12801,neutral
12852,neutral
12869,neutral
12879,neutral
12885,happy
12933,neutral
12976,neutral
1300,happy
13047,neutral
1313,neutral
13161,neutral
13164,neutral
13188,sad
13212,happy
13237,neutral
13242,neutral
1328,sad
13337,neutral
1336,neutral
1339,neutral
13409,neutral
13411,neutral
13424,neutral
13430,neutral
13433,neutral
13441,sad
13467,sad
13498,neutral
135,angry
13531,neutral
13586,sad
13603,sad
13619,neutral
13633,sad
13644,neutral
13653,neutral
13670,neutral
13692,neutral
13695,neutral
13800,neutral
13808,neutral
13825,neutral
13834,happy
13843,happy
13897,neutral
13909,neutral
14047,neutral
1407,neutral
1411,neutral
14113,happy
14135,happy
14154,neutral
14170,happy
14174,neutral
14175,angry
14187,neutral
14190,happy
14224,happy
14342,neutral
14352,neutral
14362,sad
14406,neutral
14436,neutral
14481,neutral
14487,neutral
14495,neutral
14496,neutral
14513,sad
14542,neutral
14550,sad
14564,sad
14641,neutral
14645,happy
14671,happy
14703,neutral
14717,neutral
14741,neutral
14859,neutral
14867,neutral
14929,neutral
1493,happy
14957,neutral
14980,neutral
15007,neutral
15013,angry
15044,neutral
15070,neutral
15102,neutral
15106,neutral
15120,neutral
15121,neutral
15132,neutral
15168,neutral
15193,neutral
15207,happy
15210,neutral
15220,neutral
15248,neutral
15293,neutral
15333,sad
15334,neutral
15350,sad
15366,neutral
15387,neutral
15405,neutral
15441,neutral
15445,neutral
15459,neutral
15529,sad
15536,sad
15568,happy
15570,happy
15611,neutral
15634,neutral
15638,neutral
15651,neutral
15686,neutral
15713,neutral
15716,sad
15717,sad
1572,sad
15721,neutral
15824,neutral
15847,neutral
15890,happy
15904,neutral
15932,sad
15963,happy
16019,neutral
16094,happy
16101,neutral
16143,happy
16196,neutral
16257,neutral
16324,neutral
16329,neutral
16350,neutral
16363,sad
16389,fear
16419,neutral
16463,sad
16464,happy
16476,neutral
16478,happy
16508,sad
1656,neutral
16569,sad
16570,sad
16575,neutral
16685,neutral
1669,neutral
16696,neutral
16714,neutral
1675,neutral
16817,neutral
16823,neutral
1683,happy
16845,neutral
1685,neutral
16860,fear
1688,neutral
16890,neutral
16964,neutral
16969,neutral
16989,angry
17015,neutral
17018,fear
17028,neutral
17131,neutral
1716,neutral
17163,neutral
17212,neutral
17231,neutral
17251,angry
17267,neutral
17273,neutral
17276,neutral
17295,happy
17318,neutral
17345,neutral
17359,neutral
1737,neutral
1738,neutral
17417,neutral
17424,neutral
17538,neutral
17555,neutral
17563,neutral
17582,neutral
1759,neutral
17598,neutral
17695,neutral
17702,neutral
17790,neutral
17815,neutral
17837,neutral
1785,neutral
17886,neutral
17973,neutral
17980,neutral
18035,neutral
18130,neutral
18168,angry
18181,sad
1819,neutral
18208,neutral
18223,neutral
18281,neutral
18288,neutral
1830,fear
18301,neutral
18312,neutral
18321,neutral
18339,neutral
1835,neutral
18388,neutral
18389,neutral
18431,neutral
18469,neutral
18497,surprise
18545,neutral
18554,neutral
18658,neutral
18687,neutral
18703,neutral
18708,neutral
18725,happy
1874,happy
18778,neutral
18791,neutral
18803,neutral
18825,neutral
18909,fear
1892,neutral
18926,neutral
1897,neutral
18973,happy
18986,neutral
19009,happy
19131,neutral
19181,happy
19204,neutral
19214,sad
19234,neutral
19259,neutral
19329,neutral
19340,fear
19373,neutral
19390,sad
19411,neutral
19435,neutral
19495,surprise
19533,neutral
19549,happy
19571,neutral
19581,neutral
19590,neutral
19591,neutral
19609,neutral
19615,neutral
19643,neutral
1972,neutral
19793,happy
19797,sad
19829,neutral
19855,sad
19863,neutral
1988,angry
19953,happy
19983,neutral
19993,neutral
20008,neutral
20019,neutral
20028,neutral
20036,neutral
201,neutral
20150,neutral
20157,neutral
2019,happy
20223,neutral
20257,happy
20272,sad
20274,neutral
20289,neutral
20360,neutral
20372,neutral
20416,neutral
20432,neutral
2044,neutral
20514,happy
20517,neutral
2053,neutral
20549,neutral
20588,sad
20603,surprise
20621,neutral
20665,sad
20670,neutral
2068,neutral
20680,neutral
20737,happy
20814,neutral
20833,neutral
20856,neutral
20875,neutral
20892,neutral
20893,sad
20933,neutral
20948,neutral
21025,sad
21030,sad
21092,neutral
21104,neutral
21150,neutral
21166,neutral
21167,neutral
21199,neutral
21210,neutral
21265,neutral
21311,neutral
21314,neutral
2133,neutral
21337,neutral
21351,neutral
21377,neutral
21386,neutral
21393,neutral
21404,happy
21451,happy
21455,neutral
21470,neutral
21475,sad
2149,neutral
21557,neutral
2156,sad
21589,neutral
21638,happy
21658,neutral
21663,happy
21695,neutral
217,neutral
2172,neutral
21730,sad
21752,neutral
21794,neutral
21812,neutral
21817,sad
21822,neutral
21852,surprise
21862,neutral
21880,happy
21962,neutral
21971,neutral
22023,sad
22028,neutral
2207,angry
22088,neutral
22091,sad
22095,neutral
22123,neutral
2216,neutral
2223,neutral
22267,neutral
2227,neutral
22292,neutral
22325,neutral
22336,sad
22354,sad
22357,surprise
22403,neutral
22410,neutral
22442,neutral
22457,neutral
22482,neutral
22508,neutral
22517,neutral
22571,sad
22576,neutral
22587,neutral
22617,neutral
22627,neutral
22655,neutral
22688,neutral
22691,neutral
22720,neutral
2273,sad
22774,neutral
22787,neutral
2279,neutral
22820,neutral
22867,neutral
22886,neutral
22916,neutral
22924,neutral
22974,neutral
22987,angry
22992,neutral
23012,sad
2303,sad
23039,neutral
23057,neutral
23103,neutral
23119,fear
23167,neutral
23172,neutral
23186,neutral
23204,neutral
23216,happy
23224,neutral
23244,neutral
23272,happy
23291,neutral
23343,neutral
23348,neutral
23396,neutral
23457,neutral
23470,happy
23487,neutral
23565,neutral
23609,neutral
23623,neutral
23634,neutral
23666,neutral
23691,neutral
23722,neutral
